id,temperatura,presion,altura,timestamp
1,21.4800,81.4531,158.4281,2025-11-23 23:19:48
2,21.4800,81.4524,158.4960,2025-11-23 23:19:48
3,21.4800,81.4519,158.5461,2025-11-23 23:19:48
4,21.4800,81.4519,158.5461,2025-11-23 23:19:48
5,21.4800,81.4527,158.4624,2025-11-23 23:19:48
6,21.4900,81.4615,157.5577,2025-11-23 23:19:48
7,21.4900,81.4615,157.5603,2025-11-23 23:19:48
8,21.4800,81.4615,157.5603,2025-11-23 23:19:48
9,21.4900,81.4579,157.9258,2025-11-23 23:19:48
10,21.4800,81.4594,157.7767,2025-11-23 23:19:48
11,21.4800,81.4620,157.5097,2025-11-23 23:19:48
12,21.4800,81.4620,157.5097,2025-11-23 23:19:48
13,21.4800,81.4636,157.3428,2025-11-23 23:19:48
14,21.4900,81.4678,156.9028,2025-11-23 23:19:48
15,21.4900,81.4693,156.7568,2025-11-23 23:19:48
16,21.4900,81.4693,156.7568,2025-11-23 23:19:49
17,21.4900,81.4690,156.7869,2025-11-23 23:19:49
18,21.5000,81.4703,156.6501,2025-11-23 23:19:49
19,21.5000,81.4700,156.6838,2025-11-23 23:19:49
20,21.5000,81.4705,156.6312,2025-11-23 23:19:49
21,21.5000,81.4705,156.6312,2025-11-23 23:19:49
22,21.5000,81.4689,156.7981,2025-11-23 23:19:49
23,21.5000,81.4682,156.8660,2025-11-23 23:19:49
24,21.5100,81.4642,157.2805,2025-11-23 23:19:49
25,21.5100,81.4622,157.4821,2025-11-23 23:19:49
26,21.5000,81.4621,157.5005,2025-11-23 23:19:49
27,21.5000,81.4621,157.5005,2025-11-23 23:19:49
28,21.5000,81.4611,157.6006,2025-11-23 23:19:49
29,21.5000,81.4604,157.6700,2025-11-23 23:19:49
30,21.5000,81.4637,157.3356,2025-11-23 23:19:49
31,21.5000,81.4614,157.5700,2025-11-23 23:19:49
32,21.5000,81.4614,157.5700,2025-11-23 23:19:49
33,21.4900,81.4628,157.4224,2025-11-23 23:19:49
34,21.5000,81.4591,157.8033,2025-11-23 23:19:49
35,21.4900,81.4576,157.9559,2025-11-23 23:19:50
36,21.4900,81.4576,157.9559,2025-11-23 23:19:50
37,21.4900,81.4623,157.4714,2025-11-23 23:19:50
38,21.4900,81.4612,157.5878,2025-11-23 23:19:50
39,21.4900,81.4588,157.8410,2025-11-23 23:19:50
40,21.4900,81.4588,157.8410,2025-11-23 23:19:50
41,21.4900,81.4605,157.6578,2025-11-23 23:19:50
42,21.4900,81.4638,157.3239,2025-11-23 23:19:50
43,21.4900,81.4627,157.4382,2025-11-23 23:19:50
44,21.5000,81.4638,157.3193,2025-11-23 23:19:50
45,21.5000,81.4651,157.1850,2025-11-23 23:19:50
46,21.5000,81.4654,157.1514,2025-11-23 23:19:50
47,21.5000,81.4622,157.5189,2025-11-23 23:19:50
48,21.5000,81.4619,157.5189,2025-11-23 23:19:50
49,21.5000,81.4651,157.1850,2025-11-23 23:19:50
50,21.5000,81.4670,156.9854,2025-11-23 23:19:50
51,21.5000,81.4648,157.2157,2025-11-23 23:19:50
52,21.5000,81.4648,157.2157,2025-11-23 23:19:50
53,21.5000,81.4658,157.1156,2025-11-23 23:19:50
54,21.5000,81.4666,157.0329,2025-11-23 23:19:50
55,21.5000,81.4655,157.1498,2025-11-23 23:19:51
56,21.5000,81.4655,157.1498,2025-11-23 23:19:51
57,21.5100,81.4668,157.0135,2025-11-23 23:19:51
58,21.5100,81.4668,157.0135,2025-11-23 23:19:51
59,21.5100,81.4655,157.1473,2025-11-23 23:19:51
60,21.5100,81.4621,157.4980,2025-11-23 23:19:51
61,21.5100,81.4621,157.4980,2025-11-23 23:19:51
62,21.5100,81.4637,157.3285,2025-11-23 23:19:51
63,21.5100,81.4631,157.3979,2025-11-23 23:19:51
64,21.5100,81.4631,157.3979,2025-11-23 23:19:51
65,21.5100,81.4652,157.1805,2025-11-23 23:19:51
66,21.5100,81.4656,157.1299,2025-11-23 23:19:51
67,21.5100,81.4644,157.2616,2025-11-23 23:19:51
68,21.5100,81.4644,157.2616,2025-11-23 23:19:51
69,21.5100,81.4652,157.1784,2025-11-23 23:19:51
70,21.5100,81.4644,157.2616,2025-11-23 23:19:51
71,21.5100,81.4687,156.8114,2025-11-23 23:19:51
72,21.5100,81.4660,157.0590,2025-11-23 23:19:51
73,21.5200,81.4663,157.0590,2025-11-23 23:19:51
74,21.5100,81.4634,157.3627,2025-11-23 23:19:52
75,21.5200,81.4642,157.2754,2025-11-23 23:19:52
76,21.5100,81.4650,157.1947,2025-11-23 23:19:52
77,21.5100,81.4650,157.1947,2025-11-23 23:19:52
78,21.5200,81.4677,156.9221,2025-11-23 23:19:52
79,21.5200,81.4652,157.1743,2025-11-23 23:19:52
80,21.5200,81.4631,157.3933,2025-11-23 23:19:52
81,21.5200,81.4621,157.4929,2025-11-23 23:19:52
82,21.5200,81.4649,157.2095,2025-11-23 23:19:52
83,21.5000,81.4614,157.5674,2025-11-23 23:19:52
84,21.5000,81.4614,157.5674,2025-11-23 23:19:52
85,21.5200,81.4616,157.5434,2025-11-23 23:19:52
86,21.5200,81.4594,157.7767,2025-11-23 23:19:52
87,21.5200,81.4599,157.7272,2025-11-23 23:19:52
88,21.5200,81.4569,158.0274,2025-11-23 23:19:52
89,21.5200,81.4569,158.0274,2025-11-23 23:19:52
90,21.5100,81.4563,158.0968,2025-11-23 23:19:52
91,21.5100,81.4553,158.1969,2025-11-23 23:19:52
92,21.5100,81.4572,157.9993,2025-11-23 23:19:52
93,21.5100,81.4572,157.9993,2025-11-23 23:19:53
94,21.5000,81.4580,157.9186,2025-11-23 23:19:53
95,21.5000,81.4575,157.9677,2025-11-23 23:19:53
96,21.5100,81.4611,157.5980,2025-11-23 23:19:53
97,21.5100,81.4611,157.5980,2025-11-23 23:19:53
98,21.5100,81.4571,158.0156,2025-11-23 23:19:53
99,21.5100,81.4556,158.1662,2025-11-23 23:19:53
100,21.5100,81.4571,158.0156,2025-11-23 23:19:53
101,21.5100,81.4571,158.0156,2025-11-23 23:19:53
102,21.5100,81.4571,158.0156,2025-11-23 23:19:53
103,21.5100,81.4551,158.2168,2025-11-23 23:19:53
104,21.5100,81.4566,158.0652,2025-11-23 23:19:53
105,21.5100,81.4566,158.0652,2025-11-23 23:19:53
106,21.5100,81.4577,157.9493,2025-11-23 23:19:53
107,21.5100,81.4580,157.9156,2025-11-23 23:19:53
108,21.5100,81.4569,158.0325,2025-11-23 23:19:53
109,21.5100,81.4569,158.0325,2025-11-23 23:19:53
110,21.5100,81.4595,157.7655,2025-11-23 23:19:53
111,21.5100,81.4605,157.6654,2025-11-23 23:19:53
112,21.5100,81.4610,157.6123,2025-11-23 23:19:54
113,21.5100,81.4616,157.5460,2025-11-23 23:19:54
114,21.5100,81.4616,157.5460,2025-11-23 23:19:54
115,21.5200,81.4624,157.4597,2025-11-23 23:19:54
116,21.5200,81.4610,157.6098,2025-11-23 23:19:54
117,21.5100,81.4606,157.6465,2025-11-23 23:19:54
118,21.5100,81.4606,157.6465,2025-11-23 23:19:54
119,21.5200,81.4612,157.5929,2025-11-23 23:19:54
120,21.5200,81.4581,157.9105,2025-11-23 23:19:54
121,21.5200,81.4581,157.9105,2025-11-23 23:19:54
122,21.5200,81.4597,157.7440,2025-11-23 23:19:54
123,21.5100,81.4571,158.0136,2025-11-23 23:19:54
124,21.5200,81.4548,158.2444,2025-11-23 23:19:54
125,21.5200,81.4547,158.2627,2025-11-23 23:19:54
126,21.5200,81.4547,158.2627,2025-11-23 23:19:54
127,21.5200,81.4579,157.9258,2025-11-23 23:19:54
128,21.5200,81.4548,158.2444,2025-11-23 23:19:54
129,21.5200,81.4532,158.4123,2025-11-23 23:19:54
130,21.5200,81.4532,158.4123,2025-11-23 23:19:54
131,21.5100,81.4553,158.1979,2025-11-23 23:19:55
132,21.5200,81.4503,158.7130,2025-11-23 23:19:55
133,21.5100,81.4517,158.5670,2025-11-23 23:19:55
134,21.5100,81.4517,158.5670,2025-11-23 23:19:55
135,21.5100,81.4503,158.7181,2025-11-23 23:19:55
136,21.5100,81.4504,158.7008,2025-11-23 23:19:55
137,21.5000,81.4501,158.7360,2025-11-23 23:19:55
138,21.5000,81.4528,158.4527,2025-11-23 23:19:55
139,21.5000,81.4504,158.7033,2025-11-23 23:19:55
140,21.5000,81.4501,158.7360,2025-11-23 23:19:55
141,21.5000,81.4527,158.4685,2025-11-23 23:19:55
142,21.5000,81.4527,158.4685,2025-11-23 23:19:55
