id,temperatura,presion,altura,timestamp
1,24.96,81.43045,160.76,2025-11-13 03:25:08
2,25.26,81.43834,159.95,2025-11-13 03:25:09
3,25.26,81.43819,159.96,2025-11-13 03:25:09
4,25.26,81.43819,159.96,2025-11-13 03:25:09
5,25.26,81.44112,159.66,2025-11-13 03:25:09
6,25.25,81.43932,159.85,2025-11-13 03:25:09
7,25.26,81.43540,160.25,2025-11-13 03:25:09
8,25.26,81.43540,160.25,2025-11-13 03:25:09
9,25.25,81.43719,160.07,2025-11-13 03:25:09
10,25.25,81.43849,159.93,2025-11-13 03:25:09
11,25.25,81.43833,159.95,2025-11-13 03:25:09
12,25.25,81.43833,159.95,2025-11-13 03:25:09
13,25.25,81.43800,159.98,2025-11-13 03:25:09
14,25.25,81.43964,159.81,2025-11-13 03:25:09
15,25.25,81.44141,159.63,2025-11-13 03:25:09
16,25.26,81.44044,159.73,2025-11-13 03:25:09
17,25.26,81.44044,159.73,2025-11-13 03:25:09
18,25.25,81.44224,159.55,2025-11-13 03:25:09
19,25.25,81.43978,159.80,2025-11-13 03:25:09
20,25.25,81.44011,159.76,2025-11-13 03:25:09
21,25.25,81.44011,159.76,2025-11-13 03:25:09
22,25.25,81.43929,159.85,2025-11-13 03:25:10
23,25.25,81.43781,160.00,2025-11-13 03:25:10
24,25.25,81.43781,160.00,2025-11-13 03:25:10
25,25.25,81.44157,159.61,2025-11-13 03:25:10
26,25.25,81.44043,159.73,2025-11-13 03:25:10
27,25.25,81.43897,159.88,2025-11-13 03:25:10
28,25.25,81.44093,159.68,2025-11-13 03:25:10
29,25.25,81.44093,159.68,2025-11-13 03:25:10
30,25.25,81.44173,159.60,2025-11-13 03:25:10
31,25.25,81.44124,159.65,2025-11-13 03:25:10
32,25.25,81.44255,159.51,2025-11-13 03:25:10
33,25.25,81.44255,159.51,2025-11-13 03:25:10
34,25.25,81.43929,159.85,2025-11-13 03:25:10
35,25.25,81.43861,159.92,2025-11-13 03:25:10
36,25.25,81.43864,159.92,2025-11-13 03:25:10
37,25.25,81.43864,159.92,2025-11-13 03:25:10
38,25.25,81.43587,160.20,2025-11-13 03:25:10
39,25.25,81.43944,159.83,2025-11-13 03:25:10
40,25.25,81.43813,159.97,2025-11-13 03:25:10
41,25.25,81.43699,160.09,2025-11-13 03:25:11
42,25.25,81.43731,160.05,2025-11-13 03:25:11
43,25.24,81.43716,160.07,2025-11-13 03:25:11
44,25.24,81.43732,160.05,2025-11-13 03:25:11
45,25.24,81.43732,160.05,2025-11-13 03:25:11
46,25.25,81.43895,159.89,2025-11-13 03:25:11
47,25.24,81.43667,160.12,2025-11-13 03:25:11
48,25.25,81.43911,159.87,2025-11-13 03:25:11
49,25.25,81.43911,159.87,2025-11-13 03:25:11
50,25.24,81.43762,160.02,2025-11-13 03:25:11
51,25.24,81.43681,160.11,2025-11-13 03:25:11
52,25.24,81.43533,160.26,2025-11-13 03:25:11
53,25.24,81.43533,160.26,2025-11-13 03:25:11
