id,temperatura,presion,altura,timestamp
1,25.1799,82.36737421930125,161.3494,2025-11-12 14:18:49.000
2,25.1965,82.09718473425902,161.8279,2025-11-12 14:18:49.010
3,25.2104,82.46678806972709,159.9394,2025-11-12 14:18:49.020
4,25.1765,82.39353499999493,160.8526,2025-11-12 14:18:49.030
5,25.2094,81.83981369531452,161.291,2025-11-12 14:18:49.040
6,25.2434,82.62605017317472,161.2341,2025-11-12 14:18:49.050
7,25.1936,81.69076020810671,160.1514,2025-11-12 14:18:49.060
8,25.2001,82.1259745700766,160.6773,2025-11-12 14:18:49.070
9,25.2293,82.93381063427472,160.8223,2025-11-12 14:18:49.080
10,25.2339,82.1996505956605,162.5917,2025-11-12 14:18:49.090
11,25.1994,81.97418388562369,161.3738,2025-11-12 14:18:49.100
12,25.1741,81.91040646886555,161.5602,2025-11-12 14:18:49.110
13,25.2126,81.99202973877739,161.776,2025-11-12 14:18:49.120
14,25.1946,81.99025861114822,161.9392,2025-11-12 14:18:49.130
15,25.214,82.5228008821842,161.2107,2025-11-12 14:18:49.140
16,25.215,81.8722274937709,162.2252,2025-11-12 14:18:49.150
17,25.2046,82.42408154449218,161.626,2025-11-12 14:18:49.160
18,25.2051,82.48823145077885,162.4518,2025-11-12 14:18:49.170
19,25.2121,82.33587121782107,161.5283,2025-11-12 14:18:49.180
20,25.1712,82.23070420654821,162.0133,2025-11-12 14:18:49.190
21,25.1902,81.79889271665827,161.9568,2025-11-12 14:18:49.200
22,25.1845,82.5900316373455,162.2111,2025-11-12 14:18:49.210
23,25.2096,82.19425790855077,162.3874,2025-11-12 14:18:49.220
24,25.1795,82.21084210362397,160.8073,2025-11-12 14:18:49.230
25,25.1979,82.04676887736278,162.1121,2025-11-12 14:18:49.240
26,25.1691,82.0101327298637,162.2079,2025-11-12 14:18:49.250
27,25.2116,82.19934779772119,161.8529,2025-11-12 14:18:49.260
28,25.1981,81.90646048302143,161.2089,2025-11-12 14:18:49.270
29,25.2165,82.22238447269174,162.239,2025-11-12 14:18:49.280
30,25.1662,82.02477517307207,162.0635,2025-11-12 14:18:49.290
31,25.2092,81.74780878176894,161.3212,2025-11-12 14:18:49.300
32,25.2145,82.04124161339112,161.3976,2025-11-12 14:18:49.310
33,25.1825,82.23250417207637,161.7651,2025-11-12 14:18:49.320
34,25.1961,82.18862971193268,161.3949,2025-11-12 14:18:49.330
35,25.1784,82.07228801480407,161.1321,2025-11-12 14:18:49.340
36,25.2017,82.37755640080034,161.0456,2025-11-12 14:18:49.350
37,25.1924,81.89101298179978,161.321,2025-11-12 14:18:49.360
38,25.2142,82.58519648294943,163.0717,2025-11-12 14:18:49.370
39,25.1985,82.04462766336331,161.5788,2025-11-12 14:18:49.380
40,25.1835,82.2906221511592,162.0976,2025-11-12 14:18:49.390
41,25.1812,81.64515787718231,161.5962,2025-11-12 14:18:49.400
42,25.1967,82.02733693976504,161.0497,2025-11-12 14:18:49.410
43,25.2446,82.60301349820415,161.6259,2025-11-12 14:18:49.420
44,25.1631,82.07941818532753,161.1025,2025-11-12 14:18:49.430
45,25.1947,82.24481555178367,161.8041,2025-11-12 14:18:49.440
46,25.1885,82.03922776677884,161.3705,2025-11-12 14:18:49.450
47,25.182,81.64341799061037,161.4061,2025-11-12 14:18:49.460
48,25.178,82.43644098736445,162.5818,2025-11-12 14:18:49.470
49,25.2159,82.53547513878702,161.001,2025-11-12 14:18:49.480
50,25.2026,82.47434600241877,160.9828,2025-11-12 14:18:49.490
51,25.1869,82.5798927126949,162.2896,2025-11-12 14:18:49.500
52,25.1725,82.69503283069922,161.3356,2025-11-12 14:18:49.510
53,25.1702,81.9565903640861,160.644,2025-11-12 14:18:49.520
54,25.1924,82.59622217299376,160.9417,2025-11-12 14:18:49.530
55,25.1909,82.12446778985475,162.064,2025-11-12 14:18:49.540
56,25.2139,82.11176469535295,161.6876,2025-11-12 14:18:49.550
57,25.2278,81.64930813147755,161.5425,2025-11-12 14:18:49.560
58,25.1972,82.45423397103669,161.2619,2025-11-12 14:18:49.570
59,25.1849,81.95338695414078,160.9616,2025-11-12 14:18:49.580
60,25.1841,81.80110362224694,161.2441,2025-11-12 14:18:49.590
61,25.192,81.96180521748545,161.4686,2025-11-12 14:18:49.600
62,25.1599,82.7455544265584,162.1285,2025-11-12 14:18:49.610
63,25.202,82.26655211814177,160.8093,2025-11-12 14:18:49.620
64,25.1888,81.98009805807337,162.0425,2025-11-12 14:18:49.630
65,25.1692,81.66117012059237,161.301,2025-11-12 14:18:49.640
66,25.1751,82.04007848479883,160.7421,2025-11-12 14:18:49.650
67,25.2119,82.6510430189596,160.3123,2025-11-12 14:18:49.660
68,25.17,82.57312301590875,161.9685,2025-11-12 14:18:49.670
69,25.177,82.38931024779399,161.6235,2025-11-12 14:18:49.680
70,25.2224,82.60684653561059,161.5836,2025-11-12 14:18:49.690
71,25.23,81.91152634060937,161.393,2025-11-12 14:18:49.700
72,25.2069,82.17435495193631,161.1525,2025-11-12 14:18:49.710
73,25.1825,82.46262820279885,162.0748,2025-11-12 14:18:49.720
74,25.2327,82.1569584893751,161.1928,2025-11-12 14:18:49.730
75,25.2248,82.12159601574774,162.1286,2025-11-12 14:18:49.740
76,25.1911,82.02063693456809,162.2647,2025-11-12 14:18:49.750
77,25.1748,82.7653756757924,161.2753,2025-11-12 14:18:49.760
78,25.2323,81.92799999040315,161.4056,2025-11-12 14:18:49.770
79,25.2219,82.3388078772008,161.5589,2025-11-12 14:18:49.780
80,25.1917,82.44891097551616,161.4665,2025-11-12 14:18:49.790
81,25.2444,82.53401401857191,161.1838,2025-11-12 14:18:49.800
82,25.2047,81.9274136197905,160.9319,2025-11-12 14:18:49.810
83,25.2255,82.02702933550921,161.5864,2025-11-12 14:18:49.820
84,25.2072,82.25810021058163,161.6728,2025-11-12 14:18:49.830
85,25.1919,81.8170173361688,161.568,2025-11-12 14:18:49.840
86,25.1824,81.64521795613854,161.0777,2025-11-12 14:18:49.850
87,25.2378,81.9936783053359,161.9323,2025-11-12 14:18:49.860
88,25.2009,82.1331287721825,160.9769,2025-11-12 14:18:49.870
