id,temperatura,presion,altura,timestamp
1,21.2100,81.4078,163.1053,2025-11-23 23:02:14
2,21.2100,81.4081,163.0726,2025-11-23 23:02:14
3,21.2100,81.4098,162.8892,2025-11-23 23:02:14
4,21.2100,81.4069,163.1916,2025-11-23 23:02:14
5,21.2100,81.4069,163.1916,2025-11-23 23:02:14
6,21.2100,81.4090,162.9720,2025-11-23 23:02:14
7,21.2100,81.4087,163.0077,2025-11-23 23:02:14
8,21.2100,81.4090,162.9720,2025-11-23 23:02:14
9,21.2100,81.4090,162.9720,2025-11-23 23:02:14
10,21.2100,81.4103,162.8407,2025-11-23 23:02:14
11,21.2000,81.4074,163.1415,2025-11-23 23:02:14
12,21.2000,81.4054,163.3443,2025-11-23 23:02:14
13,21.2000,81.4054,163.1579,2025-11-23 23:02:15
14,21.2000,81.4069,163.1911,2025-11-23 23:02:15
15,21.2000,81.4085,163.0266,2025-11-23 23:02:15
16,21.2000,81.4085,162.9265,2025-11-23 23:02:15
17,21.2000,81.4095,162.9265,2025-11-23 23:02:15
18,21.2000,81.4077,163.1104,2025-11-23 23:02:15
19,21.1900,81.4050,163.3847,2025-11-23 23:02:15
20,21.2000,81.4075,163.1267,2025-11-23 23:02:15
21,21.2000,81.4075,163.1267,2025-11-23 23:02:15
22,21.2000,81.4091,162.9617,2025-11-23 23:02:15
23,21.2000,81.4077,163.1129,2025-11-23 23:02:15
24,21.1900,81.4072,163.1630,2025-11-23 23:02:15
25,21.1900,81.4072,163.1630,2025-11-23 23:02:15
26,21.2000,81.4104,162.8289,2025-11-23 23:02:15
27,21.2000,81.4077,163.1104,2025-11-23 23:02:15
28,21.2000,81.4080,163.0767,2025-11-23 23:02:15
29,21.2000,81.4075,163.1267,2025-11-23 23:02:15
30,21.2000,81.4075,163.1267,2025-11-23 23:02:15
31,21.2000,81.4087,163.0103,2025-11-23 23:02:16
32,21.2000,81.4080,163.0767,2025-11-23 23:02:16
33,21.2000,81.4075,163.1267,2025-11-23 23:02:16
34,21.1900,81.4085,163.0292,2025-11-23 23:02:16
35,21.2000,81.4092,162.9607,2025-11-23 23:02:16
36,21.2000,81.4083,163.0445,2025-11-23 23:02:16
37,21.2000,81.4083,163.0445,2025-11-23 23:02:16
38,21.2000,81.4101,162.8596,2025-11-23 23:02:16
39,21.2000,81.4067,163.2141,2025-11-23 23:02:16
40,21.2000,81.4093,162.9433,2025-11-23 23:02:16
41,21.2000,81.4093,162.9433,2025-11-23 23:02:16
42,21.1900,81.4096,162.9122,2025-11-23 23:02:16
43,21.2000,81.4062,163.2636,2025-11-23 23:02:16
44,21.2000,81.4070,163.1798,2025-11-23 23:02:16
45,21.2000,81.4070,163.1798,2025-11-23 23:02:16
46,21.2000,81.4125,162.6119,2025-11-23 23:02:16
47,21.2000,81.4080,163.0797,2025-11-23 23:02:16
48,21.1900,81.4078,163.0961,2025-11-23 23:02:16
49,21.1900,81.4096,162.9122,2025-11-23 23:02:16
50,21.1900,81.4096,162.9122,2025-11-23 23:02:17
51,21.2000,81.4143,162.4280,2025-11-23 23:02:17
52,21.2000,81.4125,162.6813,2025-11-23 23:02:17
53,21.1900,81.4119,162.6813,2025-11-23 23:02:17
54,21.1900,81.4099,162.8790,2025-11-23 23:02:17
55,21.2000,81.4124,162.6277,2025-11-23 23:02:17
56,21.1900,81.4106,162.8151,2025-11-23 23:02:17
57,21.1900,81.4106,162.8151,2025-11-23 23:02:17
58,21.1900,81.4130,162.5633,2025-11-23 23:02:17
59,21.1900,81.4114,162.7314,2025-11-23 23:02:17
60,21.1900,81.4130,162.5623,2025-11-23 23:02:17
61,21.1900,81.4130,162.5623,2025-11-23 23:02:17
62,21.1900,81.4111,162.7646,2025-11-23 23:02:17
63,21.1900,81.4114,162.7314,2025-11-23 23:02:17
64,21.1900,81.4135,162.5138,2025-11-23 23:02:17
65,21.1900,81.4135,162.9811,2025-11-23 23:02:17
66,21.1900,81.4090,162.9811,2025-11-23 23:02:17
67,21.1900,81.4111,162.7646,2025-11-23 23:02:17
68,21.1900,81.4098,162.8974,2025-11-23 23:02:17
69,21.1900,81.4102,162.8478,2025-11-23 23:02:18
70,21.1900,81.4102,162.8478,2025-11-23 23:02:18
71,21.1900,81.4093,162.9485,2025-11-23 23:02:18
72,21.1900,81.4068,163.1992,2025-11-23 23:02:18
73,21.1900,81.4106,162.8141,2025-11-23 23:02:18
74,21.1900,81.4106,162.8141,2025-11-23 23:02:18
75,21.1900,81.4088,162.9985,2025-11-23 23:02:18
76,21.1900,81.4123,162.6318,2025-11-23 23:02:18
77,21.1900,81.4096,162.9153,2025-11-23 23:02:18
78,21.1900,81.4076,163.1175,2025-11-23 23:02:18
79,21.1900,81.4076,163.1175,2025-11-23 23:02:18
80,21.1900,81.4086,163.0154,2025-11-23 23:02:18
81,21.1900,81.4088,162.9985,2025-11-23 23:02:18
82,21.1900,81.4104,162.8315,2025-11-23 23:02:18
83,21.1900,81.4104,162.8315,2025-11-23 23:02:18
84,21.1900,81.4116,162.7125,2025-11-23 23:02:18
85,21.1900,81.4086,163.0154,2025-11-23 23:02:18
86,21.1900,81.4106,162.8141,2025-11-23 23:02:18
87,21.1900,81.4106,162.9474,2025-11-23 23:02:18
88,21.1900,81.4093,162.9474,2025-11-23 23:02:18
89,21.1900,81.4115,162.7140,2025-11-23 23:02:19
90,21.1900,81.4101,162.8667,2025-11-23 23:02:19
91,21.1900,81.4068,163.2008,2025-11-23 23:02:19
92,21.1900,81.4068,163.2008,2025-11-23 23:02:19
93,21.1800,81.4088,163.0021,2025-11-23 23:02:19
94,21.1800,81.4066,163.2202,2025-11-23 23:02:19
95,21.1800,81.4073,163.1507,2025-11-23 23:02:19
96,21.1800,81.4073,163.1507,2025-11-23 23:02:19
97,21.1800,81.4087,163.0036,2025-11-23 23:02:19
98,21.1800,81.4083,163.0506,2025-11-23 23:02:19
99,21.1800,81.4079,163.0864,2025-11-23 23:02:19
100,21.1800,81.4062,163.2697,2025-11-23 23:02:19
101,21.1800,81.4062,163.2697,2025-11-23 23:02:19
102,21.1800,81.4076,163.1201,2025-11-23 23:02:19
103,21.1800,81.4099,162.8861,2025-11-23 23:02:19
104,21.1800,81.4081,163.0700,2025-11-23 23:02:19
105,21.1800,81.4081,163.0700,2025-11-23 23:02:19
106,21.1800,81.4094,162.9357,2025-11-23 23:02:19
107,21.1800,81.4107,162.8024,2025-11-23 23:02:19
108,21.1800,81.4092,162.9556,2025-11-23 23:02:19
109,21.1800,81.4092,162.5547,2025-11-23 23:02:20
110,21.1800,81.4117,162.7023,2025-11-23 23:02:20
111,21.1800,81.4104,162.8366,2025-11-23 23:02:20
112,21.1800,81.4088,163.0021,2025-11-23 23:02:20
113,21.1800,81.4088,163.0021,2025-11-23 23:02:20
114,21.1700,81.4107,162.8049,2025-11-23 23:02:20
115,21.1800,81.4128,162.5858,2025-11-23 23:02:20
116,21.1800,81.4145,162.4040,2025-11-23 23:02:20
117,21.1800,81.4145,162.4040,2025-11-23 23:02:20
118,21.1700,81.4103,162.8386,2025-11-23 23:02:20
119,21.1700,81.4110,162.7712,2025-11-23 23:02:20
120,21.1700,81.4124,162.6267,2025-11-23 23:02:20
121,21.1700,81.4109,162.7763,2025-11-23 23:02:20
