id,temperatura,presion,altura,timestamp
1,25.93,81.44501,159.26,2025-11-13 08:33:59
2,25.93,81.44518,159.24,2025-11-13 08:33:59
3,25.93,81.44518,159.24,2025-11-13 08:33:59
4,25.93,81.44353,159.41,2025-11-13 08:33:59
5,25.93,81.44441,159.32,2025-11-13 08:33:59
6,25.92,81.44450,159.31,2025-11-13 08:33:59
7,25.92,81.44450,159.31,2025-11-13 08:33:59
8,25.92,81.44221,159.55,2025-11-13 08:33:59
9,25.93,81.44386,159.38,2025-11-13 08:33:59
10,25.92,81.44286,159.48,2025-11-13 08:34:00
11,25.92,81.44286,159.30,2025-11-13 08:34:00
12,25.92,81.44466,159.30,2025-11-13 08:34:00
13,25.92,81.44384,159.38,2025-11-13 08:34:00
14,25.93,81.44322,159.44,2025-11-13 08:34:00
15,25.92,81.44336,159.43,2025-11-13 08:34:00
16,25.92,81.44336,159.43,2025-11-13 08:34:00
17,25.92,81.44108,159.67,2025-11-13 08:34:00
18,25.92,81.44041,159.73,2025-11-13 08:34:00
19,25.92,81.44123,159.65,2025-11-13 08:34:00
20,25.92,81.44123,159.65,2025-11-13 08:34:00
21,25.92,81.44483,159.28,2025-11-13 08:34:00
22,25.92,81.44595,159.16,2025-11-13 08:34:00
23,25.92,81.44416,159.35,2025-11-13 08:34:00
24,25.92,81.44302,159.46,2025-11-13 08:34:00
25,25.92,81.44302,159.46,2025-11-13 08:34:00
26,25.92,81.43911,159.87,2025-11-13 08:34:00
27,25.91,81.43990,159.79,2025-11-13 08:34:00
28,25.91,81.44055,159.72,2025-11-13 08:34:00
29,25.91,81.44055,159.72,2025-11-13 08:34:00
30,25.91,81.44055,159.72,2025-11-13 08:34:01
31,25.91,81.44023,159.75,2025-11-13 08:34:01
32,25.91,81.43761,160.02,2025-11-13 08:34:01
33,25.91,81.43761,160.02,2025-11-13 08:34:01
34,25.91,81.43940,159.84,2025-11-13 08:34:01
35,25.91,81.44217,159.55,2025-11-13 08:34:01
36,25.91,81.44103,159.67,2025-11-13 08:34:01
37,25.91,81.44185,159.59,2025-11-13 08:34:01
38,25.91,81.44185,159.59,2025-11-13 08:34:01
39,25.91,81.44364,159.40,2025-11-13 08:34:01
40,25.91,81.44151,159.62,2025-11-13 08:34:01
41,25.91,81.44299,159.47,2025-11-13 08:34:01
42,25.91,81.44299,159.47,2025-11-13 08:34:01
43,25.91,81.44283,159.48,2025-11-13 08:34:01
44,25.91,81.44299,159.47,2025-11-13 08:34:01
45,25.91,81.44299,159.47,2025-11-13 08:34:01
46,25.90,81.44297,159.47,2025-11-13 08:34:01
47,25.90,81.44427,159.34,2025-11-13 08:34:01
48,25.91,81.44397,159.37,2025-11-13 08:34:01
49,25.91,81.44397,159.37,2025-11-13 08:34:02
50,25.91,81.44331,159.43,2025-11-13 08:34:02
51,25.91,81.44299,159.47,2025-11-13 08:34:02
52,25.91,81.44119,159.65,2025-11-13 08:34:02
53,25.91,81.44119,159.65,2025-11-13 08:34:02
54,25.91,81.44331,159.43,2025-11-13 08:34:02
55,25.91,81.44380,159.38,2025-11-13 08:34:02
56,25.91,81.44347,159.42,2025-11-13 08:34:02
57,25.91,81.44380,159.38,2025-11-13 08:34:02
58,25.91,81.44380,159.38,2025-11-13 08:34:02
59,25.90,81.44542,159.22,2025-11-13 08:34:02
60,25.91,81.44331,159.43,2025-11-13 08:34:02
61,25.90,81.44264,159.50,2025-11-13 08:34:02
62,25.90,81.44525,159.23,2025-11-13 08:34:02
63,25.90,81.44330,159.44,2025-11-13 08:34:02
64,25.90,81.44314,159.45,2025-11-13 08:34:02
65,25.90,81.44314,159.45,2025-11-13 08:34:02
66,25.90,81.44428,159.33,2025-11-13 08:34:02
67,25.90,81.44297,159.47,2025-11-13 08:34:02
68,25.90,81.44214,159.56,2025-11-13 08:34:03
69,25.90,81.44214,159.32,2025-11-13 08:34:03
70,25.90,81.44442,159.32,2025-11-13 08:34:03
71,25.90,81.44377,159.39,2025-11-13 08:34:03
72,25.90,81.44182,159.59,2025-11-13 08:34:03
73,25.90,81.44328,159.44,2025-11-13 08:34:03
74,25.90,81.44328,159.44,2025-11-13 08:34:03
75,25.90,81.44606,159.15,2025-11-13 08:34:03
76,25.90,81.43987,159.79,2025-11-13 08:34:03
77,25.90,81.44182,159.59,2025-11-13 08:34:03
78,25.90,81.44182,159.59,2025-11-13 08:34:03
79,25.89,81.44147,159.62,2025-11-13 08:34:03
80,25.89,81.44228,159.54,2025-11-13 08:34:03
81,25.89,81.44246,159.52,2025-11-13 08:34:03
82,25.89,81.44180,159.59,2025-11-13 08:34:03
